Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,City,State,Region,Product_ID,Product_Name,Category,Sub_Category,Quantity,Discount,Sales,Profit,Profit_Margin,Year,Month,Month_Name,Year_Month
ORD003596,2024-01-02,CUST00460,Vikram Reddy,Consumer,Kolkata,West Bengal,East,PROD0024,Laptop Backpack,Accessories,Bags,3,0.1,11340.0,4740.0,0.41798941798941797,2024,1,January,2024-01
ORD009378,2024-01-02,CUST00288,Ananya Rao,Corporate,Chennai,Tamil Nadu,South,PROD0026,Wireless Earbuds,Accessories,Audio,2,0.0,11000.0,4600.0,0.41818181818181815,2024,1,January,2024-01
ORD004132,2024-01-02,CUST01001,Priya Singh,Small Business,Kolkata,West Bengal,East,PROD0022,Desk Organizer,Office Supplies,Accessories,2,0.0,1800.0,900.0,0.5,2024,1,January,2024-01
ORD005803,2024-01-02,CUST01084,Vivaan Das,Small Business,Jaipur,Rajasthan,North,PROD0021,Printer Ink,Office Supplies,Supplies,1,0.0,1800.0,850.0,0.4722222222222222,2024,1,January,2024-01
ORD008964,2024-01-02,CUST00912,Rahul Mehta,Corporate,Delhi,Delhi,North,PROD0025,Travel Bag,Accessories,Bags,2,0.2,5600.0,2000.0,0.35714285714285715,2024,1,January,2024-01
ORD004132,2024-01-02,CUST01001,Priya Singh,Small Business,Kolkata,West Bengal,East,PROD0016,Filing Cabinet,Furniture,Storage,3,0.0,21000.0,8400.0,0.4,2024,1,January,2024-01
ORD007140,2024-01-02,CUST00235,Meera Khan,Small Business,Patna,Bihar,East,PROD0010,Smartphone Lite,Electronics,Mobiles,2,0.15,37400.0,5400.0,0.1443850267379679,2024,1,January,2024-01
ORD004132,2024-01-02,CUST01001,Priya Singh,Small Business,Kolkata,West Bengal,East,PROD0027,Bluetooth Speaker,Accessories,Audio,1,0.15,5525.0,1625.0,0.29411764705882354,2024,1,January,2024-01
ORD007636,2024-01-02,CUST00014,Isha Rao,Corporate,Bengaluru,Karnataka,South,PROD0021,Printer Ink,Office Supplies,Supplies,1,0.1,1620.0,670.0,0.41358024691358025,2024,1,January,2024-01
ORD009629,2024-01-02,CUST01106,Priya Reddy,Small Business,Patna,Bihar,East,PROD0027,Bluetooth Speaker,Accessories,Audio,1,0.1,5850.0,1950.0,0.3333333333333333,2024,1,January,2024-01
ORD009629,2024-01-02,CUST01106,Priya Reddy,Small Business,Patna,Bihar,East,PROD0015,Bookshelf,Furniture,Storage,1,0.2,6800.0,1800.0,0.2647058823529412,2024,1,January,2024-01
ORD008964,2024-01-02,CUST00912,Rahul Mehta,Corporate,Delhi,Delhi,North,PROD0022,Desk Organizer,Office Supplies,Accessories,1,0.0,900.0,450.0,0.5,2024,1,January,2024-01
ORD009236,2024-01-02,CUST00589,Diya Iyer,Consumer,Bengaluru,Karnataka,South,PROD0012,Ergonomic Chair,Furniture,Chairs,1,0.1,16200.0,5200.0,0.32098765432098764,2024,1,January,2024-01
ORD000503,2024-01-02,CUST00884,Aditya Verma,Consumer,Patna,Bihar,East,PROD0010,Smartphone Lite,Electronics,Mobiles,2,0.15,37400.0,5400.0,0.1443850267379679,2024,1,January,2024-01
ORD000503,2024-01-02,CUST00884,Aditya Verma,Consumer,Patna,Bihar,East,PROD0006,USB-C Hub,Electronics,Accessories,4,0.0,8800.0,4000.0,0.45454545454545453,2024,1,January,2024-01
ORD000211,2024-01-03,CUST00700,Sneha Nair,Small Business,Delhi,Delhi,North,PROD0017,Notebook Pack,Office Supplies,Paper,1,0.0,450.0,230.0,0.5111111111111111,2024,1,January,2024-01
ORD000211,2024-01-03,CUST00700,Sneha Nair,Small Business,Delhi,Delhi,North,PROD0014,Standing Desk,Furniture,Tables,1,0.0,28000.0,9000.0,0.32142857142857145,2024,1,January,2024-01
ORD004843,2024-01-03,CUST00475,Zoya Reddy,Corporate,Hyderabad,Telangana,South,PROD0019,Printer,Office Supplies,Machines,4,0.05,57000.0,15000.0,0.2631578947368421,2024,1,January,2024-01
ORD004843,2024-01-03,CUST00475,Zoya Reddy,Corporate,Hyderabad,Telangana,South,PROD0016,Filing Cabinet,Furniture,Storage,4,0.0,28000.0,11200.0,0.4,2024,1,January,2024-01
ORD002478,2024-01-03,CUST00251,Isha Iyer,Corporate,Jaipur,Rajasthan,North,PROD0014,Standing Desk,Furniture,Tables,2,0.05,53200.0,15200.0,0.2857142857142857,2024,1,January,2024-01
ORD003647,2024-01-03,CUST00417,Karan Nair,Corporate,Bengaluru,Karnataka,South,PROD0028,Power Bank,Accessories,Mobile Accessories,3,0.15,4590.0,1740.0,0.3790849673202614,2024,1,January,2024-01
ORD003647,2024-01-03,CUST00417,Karan Nair,Corporate,Bengaluru,Karnataka,South,PROD0022,Desk Organizer,Office Supplies,Accessories,1,0.05,855.0,405.0,0.47368421052631576,2024,1,January,2024-01
ORD008911,2024-01-03,CUST00805,Vikram Mehta,Corporate,Lucknow,Uttar Pradesh,North,PROD0011,Office Chair,Furniture,Chairs,1,0.0,12000.0,4500.0,0.375,2024,1,January,2024-01
ORD008911,2024-01-03,CUST00805,Vikram Mehta,Corporate,Lucknow,Uttar Pradesh,North,PROD0009,Smartphone Pro,Electronics,Mobiles,1,0.15,46750.0,4750.0,0.10160427807486631,2024,1,January,2024-01
ORD007745,2024-01-03,CUST00771,Sara Patel,Consumer,Jaipur,Rajasthan,North,PROD0006,USB-C Hub,Electronics,Accessories,1,0.0,2200.0,1000.0,0.45454545454545453,2024,1,January,2024-01
ORD008161,2024-01-03,CUST00227,Karan Khan,Small Business,Bhubaneswar,Odisha,East,PROD0001,Laptop Pro 14,Electronics,Computers,1,0.0,85000.0,17000.0,0.2,2024,1,January,2024-01
ORD001783,2024-01-03,CUST00316,Sara Singh,Small Business,Ahmedabad,Gujarat,West,PROD0022,Desk Organizer,Office Supplies,Accessories,3,0.15,2295.0,945.0,0.4117647058823529,2024,1,January,2024-01
ORD009036,2024-01-03,CUST00118,Rahul Sharma,Corporate,Pune,Maharashtra,West,PROD0017,Notebook Pack,Office Supplies,Paper,2,0.1,810.0,370.0,0.4567901234567901,2024,1,January,2024-01
ORD007371,2024-01-03,CUST00536,Sara Rao,Small Business,Lucknow,Uttar Pradesh,North,PROD0023,Backpack,Accessories,Bags,2,0.0,5000.0,2400.0,0.48,2024,1,January,2024-01
ORD007745,2024-01-03,CUST00771,Sara Patel,Consumer,Jaipur,Rajasthan,North,PROD0024,Laptop Backpack,Accessories,Bags,3,0.1,11340.0,4740.0,0.41798941798941797,2024,1,January,2024-01
ORD003384,2024-01-03,CUST01165,Diya Mehta,Corporate,Lucknow,Uttar Pradesh,North,PROD0019,Printer,Office Supplies,Machines,1,0.0,15000.0,4500.0,0.3,2024,1,January,2024-01
ORD009480,2024-01-03,CUST01138,Kavya Verma,Small Business,Pune,Maharashtra,West,PROD0026,Wireless Earbuds,Accessories,Audio,3,0.2,13200.0,3600.0,0.2727272727272727,2024,1,January,2024-01
ORD009036,2024-01-03,CUST00118,Rahul Sharma,Corporate,Pune,Maharashtra,West,PROD0019,Printer,Office Supplies,Machines,3,0.05,42750.0,11250.0,0.2631578947368421,2024,1,January,2024-01
ORD008395,2024-01-03,CUST00821,Aditya Khan,Small Business,Chennai,Tamil Nadu,South,PROD0020,Laser Printer,Office Supplies,Machines,2,0.0,48000.0,14000.0,0.2916666666666667,2024,1,January,2024-01
ORD000131,2024-01-03,CUST00027,Vivaan Patel,Corporate,Hyderabad,Telangana,South,PROD0011,Office Chair,Furniture,Chairs,4,0.0,48000.0,18000.0,0.375,2024,1,January,2024-01
ORD008395,2024-01-03,CUST00821,Aditya Khan,Small Business,Chennai,Tamil Nadu,South,PROD0023,Backpack,Accessories,Bags,1,0.0,2500.0,1200.0,0.48,2024,1,January,2024-01
ORD003621,2024-01-03,CUST00305,Sneha Kumar,Consumer,Ahmedabad,Gujarat,West,PROD0006,USB-C Hub,Electronics,Accessories,1,0.0,2200.0,1000.0,0.45454545454545453,2024,1,January,2024-01
ORD009036,2024-01-03,CUST00118,Rahul Sharma,Corporate,Pune,Maharashtra,West,PROD0016,Filing Cabinet,Furniture,Storage,2,0.15,11900.0,3500.0,0.29411764705882354,2024,1,January,2024-01
ORD001483,2024-01-04,CUST00788,Priya Khan,Small Business,Jaipur,Rajasthan,North,PROD0002,Laptop Air 13,Electronics,Computers,1,0.2,52000.0,1000.0,0.019230769230769232,2024,1,January,2024-01
ORD003518,2024-01-04,CUST00328,Karan Kumar,Consumer,Kolkata,West Bengal,East,PROD0023,Backpack,Accessories,Bags,3,0.0,7500.0,3600.0,0.48,2024,1,January,2024-01
ORD003518,2024-01-04,CUST00328,Karan Kumar,Consumer,Kolkata,West Bengal,East,PROD0027,Bluetooth Speaker,Accessories,Audio,2,0.0,13000.0,5200.0,0.4,2024,1,January,2024-01
ORD002711,2024-01-04,CUST00457,Zoya Rao,Corporate,Mumbai,Maharashtra,West,PROD0012,Ergonomic Chair,Furniture,Chairs,2,0.2,28800.0,6800.0,0.2361111111111111,2024,1,January,2024-01
ORD001483,2024-01-04,CUST00788,Priya Khan,Small Business,Jaipur,Rajasthan,North,PROD0019,Printer,Office Supplies,Machines,4,0.1,54000.0,12000.0,0.2222222222222222,2024,1,January,2024-01
ORD009946,2024-01-04,CUST00511,Neha Rao,Small Business,Bengaluru,Karnataka,South,PROD0021,Printer Ink,Office Supplies,Supplies,1,0.0,1800.0,850.0,0.4722222222222222,2024,1,January,2024-01
ORD009946,2024-01-04,CUST00511,Neha Rao,Small Business,Bengaluru,Karnataka,South,PROD0018,Premium Notebook,Office Supplies,Paper,2,0.2,1040.0,380.0,0.36538461538461536,2024,1,January,2024-01
ORD009196,2024-01-04,CUST00229,Neha Singh,Small Business,Patna,Bihar,East,PROD0005,Mechanical Keyboard,Electronics,Accessories,1,0.0,4500.0,1800.0,0.4,2024,1,January,2024-01
ORD007608,2024-01-04,CUST00706,Riya Sharma,Small Business,Pune,Maharashtra,West,PROD0018,Premium Notebook,Office Supplies,Paper,1,0.2,520.0,190.0,0.36538461538461536,2024,1,January,2024-01
ORD007608,2024-01-04,CUST00706,Riya Sharma,Small Business,Pune,Maharashtra,West,PROD0005,Mechanical Keyboard,Electronics,Accessories,1,0.05,4275.0,1575.0,0.3684210526315789,2024,1,January,2024-01
ORD001483,2024-01-04,CUST00788,Priya Khan,Small Business,Jaipur,Rajasthan,North,PROD0023,Backpack,Accessories,Bags,1,0.1,2250.0,950.0,0.4222222222222222,2024,1,January,2024-01
ORD003128,2024-01-04,CUST00660,Meera Nair,Small Business,Patna,Bihar,East,PROD0018,Premium Notebook,Office Supplies,Paper,1,0.1,585.0,255.0,0.4358974358974359,2024,1,January,2024-01
ORD003128,2024-01-04,CUST00660,Meera Nair,Small Business,Patna,Bihar,East,PROD0017,Notebook Pack,Office Supplies,Paper,2,0.2,720.0,280.0,0.3888888888888889,2024,1,January,2024-01
ORD001478,2024-01-04,CUST01056,Diya Sharma,Corporate,Mumbai,Maharashtra,West,PROD0023,Backpack,Accessories,Bags,3,0.0,7500.0,3600.0,0.48,2024,1,January,2024-01
ORD005178,2024-01-04,CUST01091,Neha Iyer,Consumer,Kolkata,West Bengal,East,PROD0015,Bookshelf,Furniture,Storage,1,0.1,7650.0,2650.0,0.3464052287581699,2024,1,January,2024-01
ORD003128,2024-01-04,CUST00660,Meera Nair,Small Business,Patna,Bihar,East,PROD0002,Laptop Air 13,Electronics,Computers,1,0.0,65000.0,14000.0,0.2153846153846154,2024,1,January,2024-01
ORD004660,2024-01-04,CUST00890,Aarav Nair,Small Business,Ahmedabad,Gujarat,West,PROD0028,Power Bank,Accessories,Mobile Accessories,1,0.0,1800.0,850.0,0.4722222222222222,2024,1,January,2024-01
ORD002099,2024-01-04,CUST00821,Aditya Khan,Small Business,Chennai,Tamil Nadu,South,PROD0023,Backpack,Accessories,Bags,2,0.0,5000.0,2400.0,0.48,2024,1,January,2024-01
ORD006666,2024-01-04,CUST00490,Priya Nair,Small Business,Chennai,Tamil Nadu,South,PROD0018,Premium Notebook,Office Supplies,Paper,1,0.1,585.0,255.0,0.4358974358974359,2024,1,January,2024-01
ORD006666,2024-01-04,CUST00490,Priya Nair,Small Business,Chennai,Tamil Nadu,South,PROD0007,27-inch Monitor,Electronics,Monitors,4,0.0,88000.0,26000.0,0.29545454545454547,2024,1,January,2024-01
ORD006666,2024-01-04,CUST00490,Priya Nair,Small Business,Chennai,Tamil Nadu,South,PROD0020,Laser Printer,Office Supplies,Machines,2,0.0,48000.0,14000.0,0.2916666666666667,2024,1,January,2024-01
ORD009751,2024-01-04,CUST00659,Vikram Singh,Small Business,Lucknow,Uttar Pradesh,North,PROD0007,27-inch Monitor,Electronics,Monitors,2,0.15,37400.0,6400.0,0.1711229946524064,2024,1,January,2024-01
ORD003829,2024-01-04,CUST00923,Karan Rao,Consumer,Pune,Maharashtra,West,PROD0016,Filing Cabinet,Furniture,Storage,1,0.0,7000.0,2800.0,0.4,2024,1,January,2024-01
ORD003829,2024-01-04,CUST00923,Karan Rao,Consumer,Pune,Maharashtra,West,PROD0008,24-inch Monitor,Electronics,Monitors,1,0.2,12000.0,1500.0,0.125,2024,1,January,2024-01
ORD007171,2024-01-04,CUST00888,Isha Gupta,Corporate,Bengaluru,Karnataka,South,PROD0021,Printer Ink,Office Supplies,Supplies,1,0.0,1800.0,850.0,0.4722222222222222,2024,1,January,2024-01
ORD005951,2024-01-04,CUST01153,Riya Iyer,Corporate,Mumbai,Maharashtra,West,PROD0019,Printer,Office Supplies,Machines,1,0.15,12750.0,2250.0,0.17647058823529413,2024,1,January,2024-01
ORD005951,2024-01-04,CUST01153,Riya Iyer,Corporate,Mumbai,Maharashtra,West,PROD0005,Mechanical Keyboard,Electronics,Accessories,2,0.0,9000.0,3600.0,0.4,2024,1,January,2024-01
ORD004116,2024-01-04,CUST00194,Aditya Das,Consumer,Bhubaneswar,Odisha,East,PROD0006,USB-C Hub,Electronics,Accessories,2,0.0,4400.0,2000.0,0.45454545454545453,2024,1,January,2024-01
ORD003879,2024-01-05,CUST00850,Neha Khan,Small Business,Mumbai,Maharashtra,West,PROD0028,Power Bank,Accessories,Mobile Accessories,1,0.05,1710.0,760.0,0.4444444444444444,2024,1,January,2024-01
ORD000068,2024-01-05,CUST00926,Arjun Khan,Corporate,Lucknow,Uttar Pradesh,North,PROD0012,Ergonomic Chair,Furniture,Chairs,3,0.0,54000.0,21000.0,0.3888888888888889,2024,1,January,2024-01
ORD001561,2024-01-05,CUST01143,Meera Iyer,Corporate,Bhubaneswar,Odisha,East,PROD0024,Laptop Backpack,Accessories,Bags,2,0.0,8400.0,4000.0,0.47619047619047616,2024,1,January,2024-01
ORD000077,2024-01-05,CUST00078,Karan Reddy,Corporate,Delhi,Delhi,North,PROD0020,Laser Printer,Office Supplies,Machines,4,0.0,96000.0,28000.0,0.2916666666666667,2024,1,January,2024-01
ORD000077,2024-01-05,CUST00078,Karan Reddy,Corporate,Delhi,Delhi,North,PROD0004,Wireless Mouse,Electronics,Accessories,1,0.2,960.0,310.0,0.3229166666666667,2024,1,January,2024-01
ORD002583,2024-01-05,CUST00020,Ananya Kumar,Corporate,Bhubaneswar,Odisha,East,PROD0025,Travel Bag,Accessories,Bags,1,0.0,3500.0,1700.0,0.4857142857142857,2024,1,January,2024-01
ORD001730,2024-01-05,CUST01119,Neha Khan,Small Business,Bengaluru,Karnataka,South,PROD0010,Smartphone Lite,Electronics,Mobiles,2,0.0,44000.0,12000.0,0.2727272727272727,2024,1,January,2024-01
ORD008773,2024-01-05,CUST00991,Neha Rao,Consumer,Bhubaneswar,Odisha,East,PROD0004,Wireless Mouse,Electronics,Accessories,3,0.0,3600.0,1650.0,0.4583333333333333,2024,1,January,2024-01
ORD004011,2024-01-05,CUST00946,Isha Verma,Consumer,Bhubaneswar,Odisha,East,PROD0026,Wireless Earbuds,Accessories,Audio,3,0.15,14025.0,4425.0,0.3155080213903743,2024,1,January,2024-01
ORD000068,2024-01-05,CUST00926,Arjun Khan,Corporate,Lucknow,Uttar Pradesh,North,PROD0004,Wireless Mouse,Electronics,Accessories,3,0.2,2880.0,930.0,0.3229166666666667,2024,1,January,2024-01
ORD002199,2024-01-05,CUST01078,Zoya Patel,Small Business,Bhubaneswar,Odisha,East,PROD0025,Travel Bag,Accessories,Bags,1,0.0,3500.0,1700.0,0.4857142857142857,2024,1,January,2024-01
ORD001870,2024-01-05,CUST00203,Vikram Verma,Small Business,Kolkata,West Bengal,East,PROD0009,Smartphone Pro,Electronics,Mobiles,4,0.1,198000.0,30000.0,0.15151515151515152,2024,1,January,2024-01
ORD001870,2024-01-05,CUST00203,Vikram Verma,Small Business,Kolkata,West Bengal,East,PROD0020,Laser Printer,Office Supplies,Machines,1,0.1,21600.0,4600.0,0.21296296296296297,2024,1,January,2024-01
ORD000228,2024-01-05,CUST01087,Karan Khan,Small Business,Lucknow,Uttar Pradesh,North,PROD0019,Printer,Office Supplies,Machines,1,0.05,14250.0,3750.0,0.2631578947368421,2024,1,January,2024-01
ORD000228,2024-01-05,CUST01087,Karan Khan,Small Business,Lucknow,Uttar Pradesh,North,PROD0025,Travel Bag,Accessories,Bags,2,0.05,6650.0,3050.0,0.45864661654135336,2024,1,January,2024-01
ORD002199,2024-01-05,CUST01078,Zoya Patel,Small Business,Bhubaneswar,Odisha,East,PROD0011,Office Chair,Furniture,Chairs,1,0.15,10200.0,2700.0,0.2647058823529412,2024,1,January,2024-01
ORD001730,2024-01-05,CUST01119,Neha Khan,Small Business,Bengaluru,Karnataka,South,PROD0009,Smartphone Pro,Electronics,Mobiles,2,0.0,110000.0,26000.0,0.23636363636363636,2024,1,January,2024-01
ORD001870,2024-01-05,CUST00203,Vikram Verma,Small Business,Kolkata,West Bengal,East,PROD0015,Bookshelf,Furniture,Storage,2,0.1,15300.0,5300.0,0.3464052287581699,2024,1,January,2024-01
ORD001730,2024-01-05,CUST01119,Neha Khan,Small Business,Bengaluru,Karnataka,South,PROD0007,27-inch Monitor,Electronics,Monitors,3,0.1,59400.0,12900.0,0.21717171717171718,2024,1,January,2024-01
ORD002583,2024-01-05,CUST00020,Ananya Kumar,Corporate,Bhubaneswar,Odisha,East,PROD0015,Bookshelf,Furniture,Storage,2,0.0,17000.0,7000.0,0.4117647058823529,2024,1,January,2024-01
ORD007125,2024-01-06,CUST01072,Rohan Khan,Corporate,Pune,Maharashtra,West,PROD0019,Printer,Office Supplies,Machines,3,0.0,45000.0,13500.0,0.3,2024,1,January,2024-01
ORD000294,2024-01-06,CUST00677,Sara Malik,Consumer,Pune,Maharashtra,West,PROD0002,Laptop Air 13,Electronics,Computers,3,0.1,175500.0,22500.0,0.1282051282051282,2024,1,January,2024-01
ORD003412,2024-01-06,CUST00736,Sara Reddy,Corporate,Bhubaneswar,Odisha,East,PROD0015,Bookshelf,Furniture,Storage,1,0.1,7650.0,2650.0,0.3464052287581699,2024,1,January,2024-01
ORD002156,2024-01-06,CUST00520,Priya Das,Consumer,Chennai,Tamil Nadu,South,PROD0019,Printer,Office Supplies,Machines,4,0.1,54000.0,12000.0,0.2222222222222222,2024,1,January,2024-01
ORD003393,2024-01-06,CUST00717,Zoya Kumar,Small Business,Lucknow,Uttar Pradesh,North,PROD0008,24-inch Monitor,Electronics,Monitors,1,0.1,13500.0,3000.0,0.2222222222222222,2024,1,January,2024-01
ORD000370,2024-01-06,CUST01173,Diya Mehta,Small Business,Bhubaneswar,Odisha,East,PROD0001,Laptop Pro 14,Electronics,Computers,2,0.05,161500.0,25500.0,0.15789473684210525,2024,1,January,2024-01
ORD002156,2024-01-06,CUST00520,Priya Das,Consumer,Chennai,Tamil Nadu,South,PROD0027,Bluetooth Speaker,Accessories,Audio,1,0.05,6175.0,2275.0,0.3684210526315789,2024,1,January,2024-01
ORD000370,2024-01-06,CUST01173,Diya Mehta,Small Business,Bhubaneswar,Odisha,East,PROD0020,Laser Printer,Office Supplies,Machines,2,0.1,43200.0,9200.0,0.21296296296296297,2024,1,January,2024-01
ORD008937,2024-01-06,CUST01108,Riya Nair,Corporate,Chennai,Tamil Nadu,South,PROD0005,Mechanical Keyboard,Electronics,Accessories,3,0.0,13500.0,5400.0,0.4,2024,1,January,2024-01
ORD004778,2024-01-06,CUST00550,Ananya Sharma,Consumer,Bhubaneswar,Odisha,East,PROD0015,Bookshelf,Furniture,Storage,4,0.1,30600.0,10600.0,0.3464052287581699,2024,1,January,2024-01
ORD000294,2024-01-06,CUST00677,Sara Malik,Consumer,Pune,Maharashtra,West,PROD0008,24-inch Monitor,Electronics,Monitors,1,0.0,15000.0,4500.0,0.3,2024,1,January,2024-01
ORD003262,2024-01-06,CUST01137,Rahul Sharma,Consumer,Ahmedabad,Gujarat,West,PROD0013,Office Desk,Furniture,Tables,1,0.0,16000.0,6000.0,0.375,2024,1,January,2024-01
ORD002636,2024-01-06,CUST00803,Kavya Das,Consumer,Chennai,Tamil Nadu,South,PROD0011,Office Chair,Furniture,Chairs,1,0.2,9600.0,2100.0,0.21875,2024,1,January,2024-01
ORD002636,2024-01-06,CUST00803,Kavya Das,Consumer,Chennai,Tamil Nadu,South,PROD0009,Smartphone Pro,Electronics,Mobiles,3,0.0,165000.0,39000.0,0.23636363636363636,2024,1,January,2024-01
ORD007925,2024-01-06,CUST00664,Rohan Kumar,Corporate,Lucknow,Uttar Pradesh,North,PROD0006,USB-C Hub,Electronics,Accessories,2,0.0,4400.0,2000.0,0.45454545454545453,2024,1,January,2024-01
ORD007549,2024-01-06,CUST01081,Riya Rao,Corporate,Ahmedabad,Gujarat,West,PROD0018,Premium Notebook,Office Supplies,Paper,1,0.05,617.5,287.5,0.46558704453441296,2024,1,January,2024-01
ORD007549,2024-01-06,CUST01081,Riya Rao,Corporate,Ahmedabad,Gujarat,West,PROD0013,Office Desk,Furniture,Tables,2,0.15,27200.0,7200.0,0.2647058823529412,2024,1,January,2024-01
ORD008699,2024-01-06,CUST01171,Riya Mehta,Consumer,Jaipur,Rajasthan,North,PROD0027,Bluetooth Speaker,Accessories,Audio,1,0.15,5525.0,1625.0,0.29411764705882354,2024,1,January,2024-01
